代號,名稱,年月,股本--金融機構,資產--金融機構,權益--金融機構,稅前損益--金融機構,授信總額--金融機構,存款--金融機構,放款--金融機構,權益比率--金融機構,資產報酬率(稅前)--金融機構,存放比率--金融機構,催收款--金融機構,逾期放款--金融機構,甲類逾期放款--金融機構,乙類逾期放款--金融機構,放款(含催收款)--金融機構,逾放比率--金融機構,備抵呆帳--金融機構
2801,彰銀,2002/12,"36,095","1,217,835","44,056",0,"843,897","973,605","723,879",3.62,-2.02,74.35,0,0,0,0,0,0,0
2801,彰銀,2003/03,"36,095","1,204,712","45,505",0,"815,145","955,847","699,541",3.78,0,73.19,0,0,0,0,0,0,0
2801,彰銀,2003/06,"36,095","1,239,810","54,660",0,"838,674","961,840","725,375",4.41,0,75.42,0,0,0,0,0,0,0
2801,彰銀,2003/09,"36,095","1,256,508","55,751",0,"821,832","977,654","707,302",4.44,0,72.35,0,0,0,0,0,0,0
2801,彰銀,2003/12,"49,595","1,347,864","74,874",0,"883,736","1,011,542","773,240",5.56,0.22,76.44,0,0,0,0,0,0,0
2801,彰銀,2004/03,"49,595","1,311,218","75,256",0,"903,149","1,007,487","789,345",5.74,0,78.35,0,0,0,0,0,0,0
2801,彰銀,2004/06,"49,595","1,344,529","74,333",0,"926,832","1,003,327","819,633",5.53,0,81.69,0,0,0,0,0,0,0
2801,彰銀,2004/09,"49,595","1,302,812","74,780",0,"928,063","1,019,430","820,458",5.74,0,80.48,0,0,0,0,0,0,0
2801,彰銀,2004/12,"49,595","1,324,882","75,280","1,704","929,196","1,027,401","825,015",5.68,0.13,80.3,"65,162","34,451",0,0,0,3.87,"10,883"
2801,彰銀,2005/03,"49,595","1,275,500","75,502",437,"904,056","1,015,857","802,730",5.92,0.03,79.02,"62,821","33,255",0,0,0,3.84,"11,190"
2801,彰銀,2005/06,"49,595","1,268,692","65,205","-11,127","907,586","1,020,657","819,086",5.14,-0.88,80.25,"47,628","30,375",0,0,0,3.5,"11,130"
2801,彰銀,2005/09,"49,595","1,275,471","61,662","-14,717","926,526","1,022,050","835,049",4.83,-1.15,81.7,"47,281","47,672","44,993","2,679","882,330",5.4,"15,793"
2801,彰銀,2005/12,"63,595","1,336,028","64,932","-48,002","892,495","1,048,288","834,050",4.86,-3.59,79.56,"14,086","14,127","12,813","1,314","848,135",1.67,"14,105"
2801,彰銀,2006/03,"63,595","1,307,406","80,582","3,624","896,751","1,031,288","840,939",6.16,0.28,81.54,"13,812","15,502","13,088","2,414","854,751",1.81,"14,178"
2801,彰銀,2006/06,"63,595","1,313,855","82,838","6,618","915,340","1,028,732","858,562",6.3,0.5,83.46,"13,271","15,113","13,547","1,565","871,834",1.73,"13,017"
2801,彰銀,2006/09,"62,095","1,352,088","81,119","10,273","883,662","1,048,555","827,312",6,0.76,78.9,"13,108","15,020","12,859","2,161","840,420",1.79,"11,972"
2801,彰銀,2006/12,"62,095","1,366,415","85,500","14,693","917,562","1,060,496","861,425",6.26,1.08,81.23,"13,721","14,300","12,904","1,395","875,145",1.63,"11,687"
2801,彰銀,2007/03,"62,095","1,358,125","85,363","3,146","915,235","1,069,571","859,251",6.29,0.23,80.34,"15,658","16,898","13,302","3,596","874,909",1.93,"11,573"
2801,彰銀,2007/06,"62,095","1,357,443","80,786","6,600","922,394","1,051,247","865,682",5.95,0.49,82.35,"15,957","16,823","14,713","2,110","881,639",1.91,"12,294"
2801,彰銀,2007/09,"62,095","1,342,851","83,611","9,764","926,480","1,048,118","869,930",6.23,0.73,83,"16,105","16,824","14,438","2,386","886,036",1.9,"12,388"
2801,彰銀,2007/12,"62,095","1,326,533","85,557","12,136","960,047","1,050,190","905,467",6.45,0.91,86.22,"15,578","16,467","14,844","1,623","921,046",1.79,"13,030"
2801,彰銀,2008/03,"62,095","1,317,402","83,485","1,798","956,229","1,036,245","905,644",6.34,0.14,87.4,"15,802","16,462","14,319","2,143","921,446",1.79,"12,977"
2801,彰銀,2008/06,"62,095","1,314,445","78,799","3,733","967,691","1,027,294","916,238",5.99,0.28,89.19,"14,928","15,272","13,868","1,404","931,167",1.64,"13,031"
2801,彰銀,2008/09,"62,095","1,390,344","80,444","5,791","987,148","1,092,578","936,762",5.79,0.42,85.74,"14,748","15,796","13,768","2,029","951,510",1.66,"13,151"
2801,彰銀,2008/12,"62,095","1,411,424","82,834","7,085","1,026,530","1,144,376","974,943",5.87,0.5,85.19,"16,652","16,577","14,185","2,392","991,595",1.67,"13,585"
2801,彰銀,2009/03,"62,095","1,420,375","81,425",958,"1,003,169","1,180,094","953,821",5.73,0.07,80.83,"15,638","16,108","14,565","1,542","969,459",1.66,"13,271"
2801,彰銀,2009/06,"62,095","1,441,536","79,636","2,426","1,029,123","1,204,320","979,612",5.52,0.17,81.34,"15,192","16,937","14,620","2,317","994,805",1.7,"12,754"
2801,彰銀,2009/09,"62,095","1,460,299","81,712","3,847","1,006,684","1,194,465","956,789",5.6,0.26,80.1,"15,920","15,869","14,713","1,156","972,709",1.63,"12,713"
2801,彰銀,2009/12,"62,095","1,489,234","83,648","5,714","1,062,142","1,238,821","1,011,356",5.62,0.38,81.64,"12,203","12,593","11,840",753,"1,023,560",1.23,"12,492"
2801,彰銀,2010/03,"62,095","1,447,097","83,262","2,202","1,036,742","1,209,625","988,198",5.75,0.15,81.69,"10,954","11,449","10,526",923,"999,152",1.15,"11,997"
2801,彰銀,2010/06,"62,095","1,473,326","83,675","4,782","1,081,195","1,220,281","1,020,115",5.68,0.32,83.6,"9,231","9,771","8,903",867,"1,029,346",0.95,"12,697"
2801,彰銀,2010/09,"62,095","1,482,100","86,139","7,050","1,099,352","1,229,024","1,033,817",5.81,0.48,84.12,"7,993","8,552","7,787",765,"1,041,810",0.82,"11,961"
2801,彰銀,2010/12,"62,095","1,531,188","90,035","11,230","1,110,193","1,249,458","1,054,377",5.88,0.73,84.39,"5,628","5,727","5,160",567,"1,060,005",0.54,"13,451"
2801,彰銀,2011/03,"62,095","1,517,587","89,165","2,555","1,114,232","1,234,425","1,066,021",5.88,0.17,86.36,"5,029","5,714","4,766",949,"1,071,050",0.53,"12,786"
2801,彰銀,2011/06,"67,683","1,547,942","90,542","6,717","1,154,911","1,246,715","1,106,129",5.85,0.43,88.72,"4,603","5,005","4,489",516,"1,110,731",0.45,"13,131"
2801,彰銀,2011/09,"67,683","1,577,977","94,724","9,151","1,174,886","1,258,860","1,125,347",6,0.58,89.39,"4,000","4,464","3,982",483,"1,129,348",0.4,"13,194"
2801,彰銀,2011/12,"67,683","1,599,953","95,666","10,568","1,183,202","1,295,479","1,133,974",5.98,0.66,87.53,"3,866","4,265","3,719",545,"1,137,840",0.37,"15,101"
2801,彰銀,2012/03,"67,683","1,615,446","99,143","2,683","1,193,007","1,286,487","1,145,299",6.14,0.17,89.03,"3,622","4,543","3,513","1,029","1,148,921",0.4,"15,162"
2801,彰銀,2012/06,"72,421","1,606,998","100,451","5,835","1,174,320","1,282,620","1,126,040",6.25,0.36,87.79,"4,236","4,601","4,097",504,"1,130,276",0.41,"13,067"
2801,彰銀,2012/09,"72,421","1,618,167","103,063","8,811","1,204,942","1,307,256","1,159,032",6.37,0.54,88.66,"3,757","4,351","3,676",675,"1,162,789",0.37,"13,383"
2801,彰銀,2012/12,"72,421","1,632,038","103,799","10,201","1,185,364","1,322,062","1,139,252",6.36,0.63,86.17,"3,393","3,744","3,264",480,"1,142,645",0.33,"13,472"
2801,彰銀,2013/03,"72,421","1,630,572","107,246","2,806","1,177,864","1,318,797","1,136,398",6.58,0.17,86.17,"3,322","3,828","2,888",940,"1,139,719",0.34,"13,686"
2801,彰銀,2013/06,"77,491","1,683,479","108,587","5,619","1,210,025","1,339,931","1,163,507",6.45,0.33,86.83,"4,115","4,694","2,639","2,055","1,167,622",0.4,"13,845"
2801,彰銀,2013/09,"77,491","1,678,083","110,536","8,464","1,185,704","1,354,449","1,138,690",6.59,0.5,84.07,"4,744","4,857","4,547",310,"1,143,434",0.42,"14,129"
2801,彰銀,2013/12,"77,491","1,719,741","112,821","10,627","1,200,493","1,377,385","1,152,716",6.56,0.62,83.69,"3,662","3,678","3,426",251,"1,156,378",0.32,"13,510"
2801,彰銀,2014/03,"77,491","1,774,080","115,702","3,631","1,251,802","1,404,875","1,207,045",6.52,0.2,85.92,"2,632","3,352","3,017",335,"1,209,677",0.28,"13,330"
2801,彰銀,2014/06,"79,040","1,787,593","113,792","7,071","1,258,951","1,400,738","1,211,878",6.37,0.4,86.52,"2,463","2,678","2,455",223,"1,214,342",0.22,"13,526"
2801,彰銀,2014/09,"79,040","1,807,631","116,824","10,499","1,286,765","1,417,788","1,237,054",6.46,0.58,87.25,"2,404","2,665","2,478",187,"1,239,457",0.22,"13,765"
2801,彰銀,2014/12,"79,040","1,842,801","119,328","12,367","1,319,765","1,456,130","1,271,376",6.48,0.67,87.31,"2,662","2,835","2,586",249,"1,274,038",0.22,"14,671"
2801,彰銀,2015/03,"79,040","1,978,688","122,149","3,373","1,367,044","1,460,322","1,321,076",6.17,0.17,90.46,"2,813","2,994","2,807",186,"1,323,889",0.23,"14,576"
2801,彰銀,2015/06,"84,573","1,864,773","123,584","7,012","1,346,879","1,488,321","1,299,413",6.63,0.38,87.31,"2,642","2,898","2,633",265,"1,302,055",0.22,"14,768"
2801,彰銀,2015/09,"84,573","1,931,312","127,240","10,847","1,389,197","1,503,642","1,339,678",6.59,0.56,89.1,"2,350","2,640","2,317",322,"1,342,028",0.2,"14,740"
2801,彰銀,2015/12,"84,573","1,951,980","129,362","13,647","1,385,965","1,550,279","1,335,232",6.63,0.7,86.13,"2,838","2,843","2,457",385,"1,338,069",0.21,"16,167"
2801,彰銀,2016/03,"84,573","1,992,563","133,130","3,949","1,427,590","1,558,201","1,378,638",6.68,0.2,88.48,"3,096","3,076","2,758",318,"1,381,734",0.22,"15,668"
2801,彰銀,2016/06,"89,648","1,955,677","132,914","7,162","1,404,605","1,554,548","1,348,559",6.8,0.37,86.75,"2,771","3,068","2,761",307,"1,351,330",0.23,"15,695"
2801,彰銀,2016/09,"89,648","1,981,149","135,930","10,908","1,371,062","1,566,339","1,311,484",6.86,0.55,83.73,"3,174","3,483","2,951",532,"1,314,658",0.26,"15,777"
2801,彰銀,2016/12,"89,648","2,044,678","137,437","14,066","1,441,492","1,625,309","1,380,234",6.72,0.69,84.92,"3,149","3,516","2,681",835,"1,383,383",0.25,"16,123"
2801,彰銀,2017/03,"89,648","2,005,336","139,595","3,449","1,415,191","1,611,604","1,354,523",6.96,0.17,84.05,"4,076","4,121","2,985","1,136","1,358,599",0.3,"15,836"
2801,彰銀,2017/06,"94,130","2,008,096","139,599","7,102","1,409,960","1,629,290","1,352,059",6.95,0.35,82.98,"4,243","4,345","3,205","1,140","1,356,302",0.32,"15,955"
2801,彰銀,2017/09,"94,130","2,024,562","143,053","11,146","1,430,278","1,661,739","1,367,651",7.07,0.55,82.3,"4,232","3,993","3,618",375,"1,371,883",0.29,"16,486"
2801,彰銀,2017/12,"94,130","2,035,396","145,227","14,184","1,452,150","1,671,525","1,389,273",7.14,0.7,83.11,"4,135","4,192","3,473",720,"1,393,408",0.3,"16,367"
2801,彰銀,2018/03,"94,130","2,066,115","151,407","3,662","1,447,311","1,681,548","1,381,171",7.33,0.18,82.14,"3,960","4,262","3,590",672,"1,385,131",0.31,"16,561"
2801,彰銀,2018/06,"97,895","2,094,614","150,858","7,472","1,445,503","1,674,589","1,382,648",7.2,0.36,82.57,"4,044","5,488","3,342","2,146","1,386,692",0.4,"16,617"
2801,彰銀,2018/09,"97,895","2,084,512","154,602","11,454","1,452,059","1,682,585","1,381,349",7.42,0.55,82.1,"3,432","4,099","3,539",560,"1,384,782",0.3,"16,621"
2801,彰銀,2018/12,"97,895","2,070,624","156,815","14,707","1,402,505","1,678,832","1,331,848",7.57,0.71,79.33,"4,545","4,316","3,087","1,229","1,336,393",0.32,"16,263"
2801,彰銀,2019/03,"97,895","2,074,868","160,802","3,658","1,401,868","1,675,707","1,334,684",7.75,0.18,79.65,"4,025","4,700","4,199",501,"1,338,708",0.35,"16,552"
2801,彰銀,2019/06,"99,853","2,113,343","158,271","6,926","1,451,958","1,691,577","1,380,343",7.49,0.33,81.6,"4,066","4,192","3,799",393,"1,384,409",0.3,"16,803"
2801,彰銀,2019/09,"99,853","2,119,498","159,913","10,440","1,491,519","1,720,847","1,418,678",7.54,0.49,82.44,"4,762","5,066","3,897","1,169","1,423,440",0.36,"17,140"
2801,彰銀,2019/12,"99,853","2,125,981","162,232","13,508","1,497,364","1,756,125","1,425,191",7.63,0.64,81.16,"4,747","4,913","4,473",440,"1,429,938",0.34,"17,296"
2801,彰銀,2020/03,"99,853","2,185,281","162,135","3,054","1,542,640","1,797,463","1,469,263",7.42,0.14,81.74,"4,340","4,633","4,254",378,"1,473,603",0.31,"17,611"
2801,彰銀,2020/06,"103,847","2,201,051","162,075","5,171","1,565,573","1,791,995","1,491,615",7.36,0.23,83.24,"4,598","6,405","4,629","1,776","1,496,213",0.43,"18,150"
2801,彰銀,2020/09,"103,847","2,215,003","163,577","6,785","1,540,624","1,827,036","1,461,041",7.38,0.31,79.97,"5,362","5,811","5,257",554,"1,466,403",0.4,"18,280"
2801,彰銀,2020/12,"103,847","2,303,458","165,064","8,312","1,553,022","1,909,148","1,476,785",7.17,0.36,77.35,"4,942","5,589","5,042",546,"1,481,728",0.38,"18,703"
2801,彰銀,2021/03,"103,847","2,397,596","167,410","2,362","1,577,135","1,994,012","1,497,908",6.98,0.1,75.12,"4,968","5,878","5,003",875,"1,502,876",0.39,"18,683"
2801,彰銀,2021/06,"103,847","2,407,543","169,735","4,851","1,596,514","2,017,147","1,522,980",7.05,0.2,75.5,"4,584","4,968","4,653",315,"1,527,565",0.33,"18,974"
2801,彰銀,2021/09,"104,886","2,430,468","168,241","7,752","1,652,698","2,035,022","1,576,411",6.92,0.32,77.46,"4,052","5,284","4,100","1,184","1,580,462",0.33,"19,412"
2801,彰銀,2021/12,"104,886","2,540,032","171,403","10,077","1,628,289","2,156,630","1,553,895",6.75,0.4,72.05,"4,152","5,180","4,593",586,"1,558,048",0.33,"20,041"
2801,彰銀,2022/03,"104,886","2,629,340","173,059","2,799","1,701,482","2,184,511","1,621,555",6.58,0.11,74.23,"4,307","4,713","4,233",480,"1,625,862",0.29,"19,891"
2801,彰銀,2022/06,"105,935","2,638,931","165,760","6,133","1,759,515","2,242,040","1,680,028",6.28,0.23,74.93,"3,640","3,955","3,656",300,"1,683,668",0.23,"19,985"
2801,彰銀,2022/09,"105,935","2,727,496","166,672","9,917","1,802,306","2,292,389","1,729,581",6.11,0.36,75.45,"3,350","3,645","3,518",126,"1,732,932",0.21,"20,995"
2801,彰銀,2022/12,"105,935","2,669,498","169,021","12,985","1,754,492","2,335,542","1,684,110",6.33,0.49,72.11,"3,473","3,407","3,186",221,"1,687,583",0.2,"21,741"
2801,彰銀,2023/03,"105,935","2,727,783","174,810","4,203","1,756,265","2,353,790","1,687,326",6.41,0.15,71.69,"3,311","3,101","2,576",525,"1,690,637",0.18,"21,517"
2801,彰銀,2023/06,"108,583","2,695,702","175,723","8,539","1,752,249","2,342,540","1,681,335",6.52,0.32,71.77,"2,860","2,925","2,588",337,"1,684,194",0.17,"21,170"
2801,彰銀,2023/09,"108,583","2,768,553","180,908","12,666","1,822,542","2,341,828","1,752,725",6.53,0.46,74.84,"2,839","3,274","3,084",190,"1,755,564",0.19,"21,276"
2807,渣打銀行,2002/12,"12,901","318,865","13,315",0,"234,771","280,848","210,412",4.18,-1.1,74.92,0,0,0,0,0,0,0
2807,渣打銀行,2003/03,"12,901","325,896","13,891",0,"232,162","286,586","210,105",4.26,0,73.31,0,0,0,0,0,0,0
2807,渣打銀行,2003/06,"12,901","336,151","14,648",0,"236,737","286,641","212,773",4.36,0,74.23,0,0,0,0,0,0,0
2807,渣打銀行,2003/09,"12,901","346,339","15,276",0,"238,820","288,429","215,780",4.41,0,74.81,0,0,0,0,0,0,0
2807,渣打銀行,2003/12,"12,901","348,908","15,918",0,"246,200","296,492","224,136",4.56,0.72,75.6,0,0,0,0,0,0,0
2807,渣打銀行,2004/03,"12,901","385,517","17,013",0,"256,686","305,770","236,856",4.41,0,77.46,0,0,0,0,0,0,0
2807,渣打銀行,2004/06,"12,901","383,172","17,680",0,"262,077","314,847","244,329",4.61,0,77.6,0,0,0,0,0,0,0
2807,渣打銀行,2004/09,"14,236","391,597","18,347",0,"269,331","326,538","253,109",4.69,0,77.51,0,0,0,0,0,0,0
2807,渣打銀行,2004/12,"14,236","403,890","19,179","3,041","265,089","334,068","249,735",4.75,0.75,74.76,"6,902","6,755",0,0,0,2.63,"3,439"
2807,渣打銀行,2005/03,"14,236","407,624","19,768",804,"262,599","341,559","248,697",4.85,0.2,72.81,"6,061","5,969",0,0,0,2.34,"3,508"
2807,渣打銀行,2005/06,"14,236","407,007","19,891","1,665","265,041","335,945","252,067",4.89,0.41,75.03,"5,755","6,047",0,0,0,2.35,"3,533"
2807,渣打銀行,2005/09,"15,745","410,473","20,915","2,524","275,995","326,522","262,148",5.1,0.61,80.28,"5,391","7,791","6,053","1,738","267,539",2.91,"3,815"
2807,渣打銀行,2005/12,"15,745","411,398","21,624","3,263","284,797","331,895","269,900",5.26,0.79,81.32,"5,231","6,757","6,242",515,"275,131",2.46,"2,944"
2807,渣打銀行,2006/03,"15,745","401,875","22,349",336,"289,430","326,577","274,251",5.56,0.08,83.98,"5,818","10,270","7,694","2,576","280,069",3.67,"2,661"
2807,渣打銀行,2006/06,"16,239","418,889","16,897","-3,054","311,438","343,337","297,521",4.03,-0.73,86.66,"4,160","8,357","5,976","2,381","301,680",2.77,"3,338"
2807,渣打銀行,2006/09,"16,239","429,818","18,346","-1,662","307,319","363,658","292,811",4.27,-0.39,80.52,"4,608","6,969","5,796","1,174","297,419",2.34,"2,578"
2807,渣打銀行,2006/12,"16,545","430,618","15,064","-5,445","304,434","362,865","290,683",3.5,-1.26,80.11,"4,840","6,429","4,684","1,745","295,522",2.18,"3,130"
2807,渣打銀行,2007/03,"16,545","425,957","15,139",458,"298,797","360,866","284,177",3.55,0.11,78.75,"5,067","8,409","5,634","2,775","289,244",2.91,"3,304"
2807,渣打銀行,2007/06,"21,576","554,826","23,562",-542,"323,309","420,896","296,463",4.25,-0.1,70.44,"6,348","11,899","8,695","3,203","302,811",3.93,"4,097"
2807,渣打銀行,2007/09,"21,576","513,006","22,793","-1,485","319,929","403,182","290,171",4.44,-0.29,71.97,"9,747","12,228","10,932","1,296","299,918",4.08,"5,662"
2807,渣打銀行,2007/12,"21,576","486,452","21,223","-4,758","305,860","390,918","278,319",4.36,-0.98,71.2,"9,894","11,853","10,714","1,139","288,213",4.11,"9,526"
2807,渣打銀行,2008/03,"21,576","542,474","26,319",992,"303,636","398,785","282,062",4.85,0.18,70.73,"5,964","7,905","6,541","1,365","288,026",2.74,935
2807,渣打銀行,2008/06,"21,576","507,515","24,782",250,"313,492","399,358","293,121",4.88,0.05,73.4,"5,046","6,724","5,670","1,053","298,166",2.26,"1,393"
2807,渣打銀行,2008/09,"21,576","542,131","24,241",-389,"317,630","423,211","298,609",4.47,-0.07,70.56,"4,060","7,108","5,810","1,297","302,669",2.35,"2,216"
2807,渣打銀行,2008/12,"24,856","642,409","31,036","-1,840","329,702","508,963","309,643",4.83,-0.29,60.84,"5,317","8,065","6,007","2,058","314,960",2.56,"3,554"
2807,渣打銀行,2009/03,"24,856","672,361","31,798",41,"324,765","516,416","306,060",4.73,0.01,59.27,"6,142","8,447","6,533","1,915","312,202",2.71,"3,490"
2807,渣打銀行,2009/06,"24,856","616,700","31,312",882,"322,100","488,483","303,617",5.08,0.14,62.16,"5,857","8,291","6,720","1,570","309,474",2.68,"3,110"
2807,渣打銀行,2009/09,"30,439","604,054","32,838","-4,346","323,153","473,160","308,708",5.44,-0.72,65.24,"3,633","4,879","3,746","1,132","312,341",1.56,"2,778"
2807,渣打銀行,2009/12,"29,106","616,643","35,069","-4,755","324,660","473,911","312,257",5.69,-0.77,65.89,"3,103","4,442","3,400","1,042","315,360",1.41,"2,274"
2807,渣打銀行,2010/03,"29,106","630,719","36,028","1,289","336,036","489,090","324,561",5.71,0.2,66.36,"3,184","4,432","3,557",875,"327,744",1.35,"2,273"
2807,渣打銀行,2010/06,"29,106","639,452","36,742","2,821","357,480","525,107","326,812",5.75,0.44,62.24,"2,758","3,915","3,167",748,"329,570",1.19,"3,109"
2807,渣打銀行,2010/09,"29,106","652,190","38,106","4,073","363,575","527,669","336,336",5.84,0.62,63.74,"1,854","2,948","2,235",713,"338,190",0.87,"3,019"
2807,渣打銀行,2010/12,"29,106","702,747","39,038","5,445","372,469","603,293","346,649",5.56,0.77,57.46,"1,550","2,403","1,710",693,"348,199",0.69,"3,028"
2807,渣打銀行,2011/03,"29,106","714,396","40,312","2,077","376,083","601,174","353,973",5.64,0.29,58.88,"1,520","2,357","1,675",682,"355,493",0.66,"3,738"
2807,渣打銀行,2011/06,"29,106","741,900","39,796","4,141","381,694","579,356","357,982",5.36,0.56,61.79,"1,042","1,871","1,227",644,"359,024",0.52,"3,662"
2807,渣打銀行,2011/09,"29,106","737,762","43,966","8,496","395,251","584,454","365,092",5.96,1.15,62.47,668,"1,612",921,692,"365,760",0.44,"4,107"
2807,渣打銀行,2011/12,"29,106","743,856","45,333","9,867","385,691","597,626","349,768",6.09,1.33,58.53,530,"1,544",809,736,"350,299",0.44,"4,140"
2807,渣打銀行,2012/03,"29,106","757,268","46,377","1,369","386,651","584,984","347,692",6.12,0.18,59.44,670,"2,280","1,611",669,"348,362",0.65,"4,226"
2807,渣打銀行,2012/06,"29,106","719,965","43,045","2,726","392,299","533,500","354,997",5.98,0.38,66.54,"1,359","2,347","1,612",735,"356,356",0.66,"4,350"
2807,渣打銀行,2012/09,"29,106","723,632","43,922","3,648","370,874","548,592","337,842",6.07,0.5,61.58,"1,372","2,312","1,588",724,"339,214",0.68,"4,381"
2807,渣打銀行,2012/12,"29,106","735,932","43,856","3,563","390,091","564,344","354,409",5.96,0.48,62.8,"1,205","2,489","1,491",998,"355,614",0.7,"5,448"
2807,渣打銀行,2013/03,"29,106","758,936","43,299",645,"372,630","557,604","342,926",5.71,0.08,61.5,"1,322","2,340","1,517",823,"344,248",0.68,"5,563"
2807,渣打銀行,2013/06,"29,106","712,947","41,287","1,575","375,561","506,632","349,115",5.79,0.22,68.91,"1,284","2,290","1,535",755,"350,400",0.65,"5,456"
2807,渣打銀行,2013/09,"29,106","755,883","41,587","2,111","381,216","568,404","351,056",5.5,0.28,61.76,"1,217","2,190","1,554",637,"352,272",0.62,"5,441"
2807,渣打銀行,2013/12,"29,106","757,731","42,406","2,779","397,495","578,597","364,827",5.6,0.37,63.05,"1,121","1,955","1,411",544,"365,949",0.53,"5,275"
2807,渣打銀行,2014/03,"29,106","772,629","43,514","1,081","382,891","567,638","356,698",5.63,0.14,62.84,538,"1,300",816,484,"357,236",0.36,"4,793"
2807,渣打銀行,2014/06,"29,106","716,565","43,301","2,164","372,274","527,631","348,045",6.04,0.3,65.96,545,"1,145",746,400,"348,590",0.33,"4,706"
2807,渣打銀行,2014/09,"29,106","726,406","43,730","2,782","359,238","542,556","331,673",6.02,0.38,61.13,543,"1,085",670,414,"332,216",0.33,"4,707"
2807,渣打銀行,2014/12,"29,106","770,828","44,807","3,685","370,661","599,455","341,310",5.81,0.48,56.94,525,979,627,352,"341,835",0.29,"4,451"
2807,渣打銀行,2015/03,"29,106","728,905","45,581","1,039","340,280","557,706","317,675",6.25,0.14,56.96,514,972,615,356,"318,190",0.31,"4,429"
2807,渣打銀行,2015/06,"29,106","713,726","43,861","2,338","334,307","551,962","313,315",6.15,0.33,56.76,558,930,617,312,"313,873",0.3,"3,998"
2807,渣打銀行,2015/09,"29,106","731,368","44,313","2,824","330,087","553,576","309,227",6.06,0.39,55.86,547,972,599,372,"309,773",0.31,"4,212"
2807,渣打銀行,2015/12,"29,106","669,136","43,332","1,656","324,314","499,107","307,450",6.48,0.25,61.6,595,"1,084",724,360,"308,044",0.35,"5,024"
2807,渣打銀行,2016/03,"29,106","656,091","43,554",390,"293,739","500,301","282,072",6.64,0.06,56.38,597,"1,026",710,316,"282,669",0.36,"4,802"
2807,渣打銀行,2016/06,"29,106","624,393","42,300",270,"285,601","485,896","274,391",6.77,0.04,56.47,915,"1,454","1,030",424,"275,305",0.53,"5,209"
2807,渣打銀行,2016/09,"29,106","612,293","42,509",945,"287,398","488,664","273,652",6.94,0.15,56,"1,059","1,866","1,359",508,"274,711",0.68,"5,021"
2807,渣打銀行,2016/12,"29,106","616,551","41,729",680,"285,478","493,559","271,279",6.77,0.11,54.96,"1,158","1,710","1,302",408,"272,437",0.63,"5,205"
2807,渣打銀行,2017/03,"29,106","611,723","42,763","1,162","275,717","461,906","264,463",6.99,0.19,57.25,"1,140","1,627","1,236",391,"265,603",0.61,"5,110"
2807,渣打銀行,2017/06,"29,106","621,713","42,843","1,503","274,096","468,878","259,999",6.89,0.24,55.45,491,958,713,245,"260,490",0.37,"4,875"
2807,渣打銀行,2017/09,"29,106","629,150","43,682","2,332","281,171","488,583","266,637",6.94,0.37,54.57,445,964,541,423,"267,082",0.36,"4,699"
2807,渣打銀行,2017/12,"29,106","649,911","43,834","2,587","283,075","505,978","266,985",6.74,0.4,52.77,524,981,635,346,"267,509",0.37,"4,708"
2807,渣打銀行,2018/03,"29,106","629,577","44,792","1,021","280,344","458,171","269,889",7.11,0.16,58.91,316,768,345,422,"270,205",0.28,"4,703"
2807,渣打銀行,2018/06,"29,106","607,677","44,163","1,915","285,120","463,502","274,912",7.27,0.32,59.31,238,775,343,432,"275,150",0.28,"4,705"
2807,渣打銀行,2018/09,"29,106","624,422","44,773","2,654","292,022","491,596","276,738",7.17,0.43,56.29,431,668,522,146,"277,168",0.24,"4,753"
2807,渣打銀行,2018/12,"29,106","626,583","45,146","2,808","302,967","510,634","281,823",7.21,0.45,55.19,430,657,522,135,"282,253",0.23,"4,821"
2807,渣打銀行,2019/03,"29,106","658,124","46,162","1,158","294,249","538,136","280,150",7.01,0.18,52.06,463,677,554,123,"280,612",0.24,"4,872"
2807,渣打銀行,2019/06,"29,106","641,862","45,032","1,990","304,386","524,006","287,258",7.02,0.31,54.82,264,426,293,132,"287,522",0.15,"4,739"
2807,渣打銀行,2019/09,"29,106","634,368","45,661","2,706","300,692","513,091","286,397",7.2,0.43,55.82,266,432,309,123,"286,663",0.15,"4,723"
2807,渣打銀行,2019/12,"29,106","621,672","45,916","3,324","305,006","514,146","286,655",7.39,0.53,55.75,206,399,232,168,"286,861",0.14,"4,719"
2807,渣打銀行,2020/03,"29,106","675,419","46,931","1,085","300,057","545,382","287,615",6.95,0.16,52.74,211,402,229,173,"287,825",0.14,"4,717"
2807,渣打銀行,2020/06,"29,106","654,560","45,873","1,966","302,554","553,754","287,890",7.01,0.3,51.99,132,316,159,157,"288,023",0.11,"4,691"
2807,渣打銀行,2020/09,"29,106","673,436","46,345","2,528","305,389","555,939","292,923",6.88,0.38,52.69,127,280,143,138,"293,050",0.1,"4,739"
2807,渣打銀行,2020/12,"29,106","715,772","46,498","2,780","307,155","620,847","290,395",6.5,0.39,46.77,128,307,165,142,"290,523",0.11,"4,632"
2807,渣打銀行,2021/03,"29,106","682,708","47,482","1,281","300,646","575,033","286,179",6.95,0.19,49.77,120,248,142,106,"286,299",0.09,"4,527"
2807,渣打銀行,2021/06,"29,106","667,343","46,233","1,713","306,113","583,079","288,324",6.93,0.26,49.45,96,225,111,114,"288,420",0.08,"4,567"
2807,渣打銀行,2021/09,"29,106","667,007","46,632","2,303","305,994","572,968","288,660",6.99,0.35,50.38,123,237,140,97,"288,783",0.08,"4,508"
