,代號,名稱,年月,股本--金融機構,資產--金融機構,權益--金融機構,稅前損益--金融機構,授信總額--金融機構,存款--金融機構,放款--金融機構,權益比率--金融機構,資產報酬率(稅前)--金融機構,存放比率--金融機構,催收款--金融機構,逾期放款--金融機構,甲類逾期放款--金融機構,乙類逾期放款--金融機構,放款(含催收款)--金融機構,逾放比率--金融機構,備抵呆帳--金融機構,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產
0,2801,彰銀,2002-12-01,36095,1217835,44056,0.0,843897,973605,723879,3.62,-2.02,74.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215828.0,20738.0,31668.0,19091.0,22719.0
1,2801,彰銀,2003-03-01,36095,1204712,45505,0.0,815145,955847,699541,3.78,0.0,73.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203501.0,21524.0,31117.0,23421.0,26740.0
2,2801,彰銀,2003-06-01,36095,1239810,54660,0.0,838674,961840,725375,4.41,0.0,75.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238929.0,22019.0,31324.0,18915.0,31555.0
3,2801,彰銀,2003-09-01,36095,1256508,55751,0.0,821832,977654,707302,4.44,0.0,72.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255743.0,26080.0,33242.0,22529.0,34655.0
4,2801,彰銀,2003-12-01,49595,1347864,74874,0.0,883736,1011542,773240,5.56,0.22,76.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346448.0,26996.0,33434.0,27348.0,43066.0
5,2801,彰銀,2004-03-01,49595,1311218,75256,0.0,903149,1007487,789345,5.74,0.0,78.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309730.0,28226.0,33817.0,29924.0,43753.0
6,2801,彰銀,2004-06-01,49595,1344529,74333,0.0,926832,1003327,819633,5.53,0.0,81.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343012.0,29898.0,33313.0,33434.0,47613.0
7,2801,彰銀,2004-09-01,49595,1302812,74780,0.0,928063,1019430,820458,5.74,0.0,80.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301587.0,40942.0,32428.0,35844.0,42094.0
8,2801,彰銀,2004-12-01,49595,1324882,75280,1704.0,929196,1027401,825015,5.68,0.13,80.3,65162.0,34451.0,0.0,0.0,0.0,3.87,10883.0,1322106.0,51635.0,32076.0,34320.0,46491.0
9,2801,彰銀,2005-03-01,49595,1275500,75502,437.0,904056,1015857,802730,5.92,0.03,79.02,62821.0,33255.0,0.0,0.0,0.0,3.84,11190.0,1274229.0,50872.0,32716.0,35691.0,48757.0
10,2801,彰銀,2005-06-01,49595,1268692,65205,-11127.0,907586,1020657,819086,5.14,-0.88,80.25,47628.0,30375.0,0.0,0.0,0.0,3.5,11130.0,1267756.0,52485.0,34388.0,31919.0,50832.0
11,2801,彰銀,2005-09-01,49595,1275471,61662,-14717.0,926526,1022050,835049,4.83,-1.15,81.7,47281.0,47672.0,44993.0,2679.0,882330.0,5.4,15793.0,1274017.0,69680.0,36610.0,33712.0,52583.0
12,2801,彰銀,2005-12-01,63595,1336028,64932,-48002.0,892495,1048288,834050,4.86,-3.59,79.56,14086.0,14127.0,12813.0,1314.0,848135.0,1.67,14105.0,1333875.0,77986.0,37704.0,29764.0,53432.0
13,2801,彰銀,2006-03-01,63595,1307406,80582,3624.0,896751,1031288,840939,6.16,0.28,81.54,13812.0,15502.0,13088.0,2414.0,854751.0,1.81,14178.0,1338592.0,79024.0,35518.0,31373.0,55202.0
14,2801,彰銀,2006-06-01,63595,1313855,82838,6618.0,915340,1028732,858562,6.3,0.5,83.46,13271.0,15113.0,13547.0,1565.0,871834.0,1.73,13017.0,1313855.0,135281.0,36320.0,30905.0,61051.0
15,2801,彰銀,2006-09-01,62095,1352088,81119,10273.0,883662,1048555,827312,6.0,0.76,78.9,13108.0,15020.0,12859.0,2161.0,840420.0,1.79,11972.0,1352087.0,151227.0,35601.0,30853.0,64318.0
16,2801,彰銀,2006-12-01,62095,1366415,85500,14693.0,917562,1060496,861425,6.26,1.08,81.23,13721.0,14300.0,12904.0,1395.0,875145.0,1.63,11687.0,1366415.0,136009.0,35434.0,28094.0,68896.0
17,2801,彰銀,2007-03-01,62095,1358125,85363,3146.0,915235,1069571,859251,6.29,0.23,80.34,15658.0,16898.0,13302.0,3596.0,874909.0,1.93,11573.0,1358125.0,142197.0,34379.0,30943.0,75430.0
18,2801,彰銀,2007-06-01,62095,1357443,80786,6600.0,922394,1051247,865682,5.95,0.49,82.35,15957.0,16823.0,14713.0,2110.0,881639.0,1.91,12294.0,1357443.0,167229.0,34152.0,29821.0,87438.0
19,2801,彰銀,2007-09-01,62095,1342851,83611,9764.0,926480,1048118,869930,6.23,0.73,83.0,16105.0,16824.0,14438.0,2386.0,886036.0,1.9,12388.0,1342851.0,168598.0,33307.0,28907.0,95402.0
20,2801,彰銀,2007-12-01,62095,1326533,85557,12136.0,960047,1050190,905467,6.45,0.91,86.22,15578.0,16467.0,14844.0,1623.0,921046.0,1.79,13030.0,1326534.0,162926.0,32437.0,30034.0,103552.0
21,2801,彰銀,2008-03-01,62095,1317402,83485,1798.0,956229,1036245,905644,6.34,0.14,87.4,15802.0,16462.0,14319.0,2143.0,921446.0,1.79,12977.0,1317402.0,185639.0,30051.0,33223.0,279068.0
22,2801,彰銀,2008-06-01,62095,1314445,78799,3733.0,967691,1027294,916238,5.99,0.28,89.19,14928.0,15272.0,13868.0,1404.0,931167.0,1.64,13031.0,1314445.0,214037.0,30192.0,30871.0,281037.0
23,2801,彰銀,2008-09-01,62095,1390344,80444,5791.0,987148,1092578,936762,5.79,0.42,85.74,14748.0,15796.0,13768.0,2029.0,951510.0,1.66,13151.0,1390344.0,219556.0,29033.0,23229.0,243053.0
24,2801,彰銀,2008-12-01,62095,1411424,82834,7085.0,1026530,1144376,974943,5.87,0.5,85.19,16652.0,16577.0,14185.0,2392.0,991595.0,1.67,13585.0,1411424.0,210483.0,29974.0,19375.0,224995.0
25,2801,彰銀,2009-03-01,62095,1420375,81425,958.0,1003169,1180094,953821,5.73,0.07,80.83,15638.0,16108.0,14565.0,1542.0,969459.0,1.66,13271.0,1420375.0,290435.0,29454.0,19229.0,236926.0
26,2801,彰銀,2009-06-01,62095,1441536,79636,2426.0,1029123,1204320,979612,5.52,0.17,81.34,15192.0,16937.0,14620.0,2317.0,994805.0,1.7,12754.0,1441536.0,295877.0,28801.0,22188.0,246407.0
27,2801,彰銀,2009-09-01,62095,1460299,81712,3847.0,1006684,1194465,956789,5.6,0.26,80.1,15920.0,15869.0,14713.0,1156.0,972709.0,1.63,12713.0,1460299.0,312012.0,27900.0,24526.0,264146.0
28,2801,彰銀,2009-12-01,62095,1489234,83648,5714.0,1062142,1238821,1011356,5.62,0.38,81.64,12203.0,12593.0,11840.0,753.0,1023560.0,1.23,12492.0,1489234.0,412479.0,32310.0,26578.0,271702.0
29,2801,彰銀,2010-03-01,62095,1447097,83262,2202.0,1036742,1209625,988198,5.75,0.15,81.69,10954.0,11449.0,10526.0,923.0,999152.0,1.15,11997.0,1447097.0,433833.0,31951.0,28954.0,268207.0
30,2801,彰銀,2010-06-01,62095,1473326,83675,4782.0,1081195,1220281,1020115,5.68,0.32,83.6,9231.0,9771.0,8903.0,867.0,1029346.0,0.95,12697.0,1473326.0,409838.0,32050.0,32250.0,263604.0
31,2801,彰銀,2010-09-01,62095,1482100,86139,7050.0,1099352,1229024,1033817,5.81,0.48,84.12,7993.0,8552.0,7787.0,765.0,1041810.0,0.82,11961.0,1482100.0,421855.0,32220.0,28929.0,265830.0
32,2801,彰銀,2010-12-01,62095,1531188,90035,11230.0,1110193,1249458,1054377,5.88,0.73,84.39,5628.0,5727.0,5160.0,567.0,1060005.0,0.54,13451.0,1531188.0,470470.0,31270.0,29094.0,264972.0
33,2801,彰銀,2011-03-01,62095,1517587,89165,2555.0,1114232,1234425,1066021,5.88,0.17,86.36,5029.0,5714.0,4766.0,949.0,1071050.0,0.53,12786.0,1517587.0,615622.0,31364.0,33102.0,256003.0
34,2801,彰銀,2011-06-01,67683,1547942,90542,6717.0,1154911,1246715,1106129,5.85,0.43,88.72,4603.0,5005.0,4489.0,516.0,1110731.0,0.45,13131.0,1547942.0,503284.0,29810.0,27583.0,262672.0
35,2801,彰銀,2011-09-01,67683,1577977,94724,9151.0,1174886,1258860,1125347,6.0,0.58,89.39,4000.0,4464.0,3982.0,483.0,1129348.0,0.4,13194.0,1577977.0,475626.0,30198.0,28375.0,260370.0
36,2801,彰銀,2011-12-01,67683,1599953,95666,10568.0,1183202,1295479,1133974,5.98,0.66,87.53,3866.0,4265.0,3719.0,545.0,1137840.0,0.37,15101.0,1599953.0,238463.0,30497.0,25200.0,250085.0
37,2801,彰銀,2012-03-01,67683,1615446,99143,2683.0,1193007,1286487,1145299,6.14,0.17,89.03,3622.0,4543.0,3513.0,1029.0,1148921.0,0.4,15162.0,1615446.0,186887.0,30310.0,28874.0,246039.0
38,2801,彰銀,2012-06-01,72421,1606998,100451,5835.0,1174320,1282620,1126040,6.25,0.36,87.79,4236.0,4601.0,4097.0,504.0,1130276.0,0.41,13067.0,1606998.0,202972.0,29662.0,28366.0,245278.0
39,2801,彰銀,2012-09-01,72421,1618167,103063,8811.0,1204942,1307256,1159032,6.37,0.54,88.66,3757.0,4351.0,3676.0,675.0,1162789.0,0.37,13383.0,1618167.0,167513.0,28770.0,24565.0,253758.0
40,2801,彰銀,2012-12-01,72421,1632038,103799,10201.0,1185364,1322062,1139252,6.36,0.63,86.17,3393.0,3744.0,3264.0,480.0,1142645.0,0.33,13472.0,1632038.0,159693.0,29639.0,23172.0,260916.0
41,2801,彰銀,2013-03-01,72421,1630572,107246,2806.0,1177864,1318797,1136398,6.58,0.17,86.17,3322.0,3828.0,2888.0,940.0,1139719.0,0.34,13686.0,1630572.0,161647.0,28496.0,26685.0,271596.0
42,2801,彰銀,2013-06-01,77491,1683479,108587,5619.0,1210025,1339931,1163507,6.45,0.33,86.83,4115.0,4694.0,2639.0,2055.0,1167622.0,0.4,13845.0,1683479.0,145848.0,27990.0,22436.0,259999.0
43,2801,彰銀,2013-09-01,77491,1678083,110536,8464.0,1185704,1354449,1138690,6.59,0.5,84.07,4744.0,4857.0,4547.0,310.0,1143434.0,0.42,14129.0,1678083.0,133477.0,27420.0,22477.0,250579.0
44,2801,彰銀,2013-12-01,77491,1719741,112821,10627.0,1200493,1377385,1152716,6.56,0.62,83.69,3662.0,3678.0,3426.0,251.0,1156378.0,0.32,13510.0,1719741.0,136683.0,28761.0,24074.0,247962.0
45,2801,彰銀,2014-03-01,77491,1774080,115702,3631.0,1251802,1404875,1207045,6.52,0.2,85.92,2632.0,3352.0,3017.0,335.0,1209677.0,0.28,13330.0,1774080.0,759243.0,28833.0,26912.0,251432.0
46,2801,彰銀,2014-06-01,79040,1787593,113792,7071.0,1258951,1400738,1211878,6.37,0.4,86.52,2463.0,2678.0,2455.0,223.0,1214342.0,0.22,13526.0,1787593.0,771183.0,28943.0,26733.0,255373.0
47,2801,彰銀,2014-09-01,79040,1807631,116824,10499.0,1286765,1417788,1237054,6.46,0.58,87.25,2404.0,2665.0,2478.0,187.0,1239457.0,0.22,13765.0,1807631.0,770051.0,31162.0,26219.0,258198.0
48,2801,彰銀,2014-12-01,79040,1842801,119328,12367.0,1319765,1456130,1271376,6.48,0.67,87.31,2662.0,2835.0,2586.0,249.0,1274038.0,0.22,14671.0,1842801.0,613259.0,31530.0,25944.0,253009.0
49,2801,彰銀,2015-03-01,79040,1978688,122149,3373.0,1367044,1460322,1321076,6.17,0.17,90.46,2813.0,2994.0,2807.0,186.0,1323889.0,0.23,14576.0,1978688.0,706118.0,32238.0,23055.0,252297.0
50,2801,彰銀,2015-06-01,84573,1864773,123584,7012.0,1346879,1488321,1299413,6.63,0.38,87.31,2642.0,2898.0,2633.0,265.0,1302055.0,0.22,14768.0,1864773.0,740485.0,33316.0,21798.0,262080.0
51,2801,彰銀,2015-09-01,84573,1931312,127240,10847.0,1389197,1503642,1339678,6.59,0.56,89.1,2350.0,2640.0,2317.0,322.0,1342028.0,0.2,14740.0,1931312.0,718926.0,35167.0,20555.0,253182.0
52,2801,彰銀,2015-12-01,84573,1951980,129362,13647.0,1385965,1550279,1335232,6.63,0.7,86.13,2838.0,2843.0,2457.0,385.0,1338069.0,0.21,16167.0,1951980.0,766356.0,34839.0,17841.0,261132.0
53,2801,彰銀,2016-03-01,84573,1992563,133130,3949.0,1427590,1558201,1378638,6.68,0.2,88.48,3096.0,3076.0,2758.0,318.0,1381734.0,0.22,15668.0,1992563.0,726067.0,34976.0,21625.0,255867.0
54,2801,彰銀,2016-06-01,89648,1955677,132914,7162.0,1404605,1554548,1348559,6.8,0.37,86.75,2771.0,3068.0,2761.0,307.0,1351330.0,0.23,15695.0,1955677.0,626615.0,39342.0,22502.0,253113.0
55,2801,彰銀,2016-09-01,89648,1981149,135930,10908.0,1371062,1566339,1311484,6.86,0.55,83.73,3174.0,3483.0,2951.0,532.0,1314658.0,0.26,15777.0,1981147.0,631712.0,43023.0,20166.0,247490.0
56,2801,彰銀,2016-12-01,89648,2044678,137437,14066.0,1441492,1625309,1380234,6.72,0.69,84.92,3149.0,3516.0,2681.0,835.0,1383383.0,0.25,16123.0,2044675.0,673395.0,44627.0,23053.0,249231.0
57,2801,彰銀,2017-03-01,89648,2005336,139595,3449.0,1415191,1611604,1354523,6.96,0.17,84.05,4076.0,4121.0,2985.0,1136.0,1358599.0,0.3,15836.0,2005337.0,646151.0,45313.0,24170.0,249612.0
58,2801,彰銀,2017-06-01,94130,2008096,139599,7102.0,1409960,1629290,1352059,6.95,0.35,82.98,4243.0,4345.0,3205.0,1140.0,1356302.0,0.32,15955.0,2008096.0,631282.0,40626.0,23384.0,252555.0
59,2801,彰銀,2017-09-01,94130,2024562,143053,11146.0,1430278,1661739,1367651,7.07,0.55,82.3,4232.0,3993.0,3618.0,375.0,1371883.0,0.29,16486.0,2024561.0,627463.0,41784.0,27809.0,264233.0
60,2801,彰銀,2017-12-01,94130,2035396,145227,14184.0,1452150,1671525,1389273,7.14,0.7,83.11,4135.0,4192.0,3473.0,720.0,1393408.0,0.3,16367.0,2035394.0,669190.0,40994.0,24509.0,268673.0
61,2801,彰銀,2018-03-01,94130,2066115,151407,3662.0,1447311,1681548,1381171,7.33,0.18,82.14,3960.0,4262.0,3590.0,672.0,1385131.0,0.31,16561.0,2066118.0,632621.0,44369.0,25092.0,271267.0
62,2801,彰銀,2018-06-01,97895,2094614,150858,7472.0,1445503,1674589,1382648,7.2,0.36,82.57,4044.0,5488.0,3342.0,2146.0,1386692.0,0.4,16617.0,2094612.0,692054.0,41167.0,24192.0,277248.0
63,2801,彰銀,2018-09-01,97895,2084512,154602,11454.0,1452059,1682585,1381349,7.42,0.55,82.1,3432.0,4099.0,3539.0,560.0,1384782.0,0.3,16621.0,2084513.0,651845.0,47002.0,27583.0,276080.0
64,2801,彰銀,2018-12-01,97895,2070624,156815,14707.0,1402505,1678832,1331848,7.57,0.71,79.33,4545.0,4316.0,3087.0,1229.0,1336393.0,0.32,16263.0,2070629.0,685953.0,45848.0,23321.0,273725.0
65,2801,彰銀,2019-03-01,97895,2074868,160802,3658.0,1401868,1675707,1334684,7.75,0.18,79.65,4025.0,4700.0,4199.0,501.0,1338708.0,0.35,16552.0,2074866.0,690801.0,46211.0,25299.0,281535.0
66,2801,彰銀,2019-06-01,99853,2113343,158271,6926.0,1451958,1691577,1380343,7.49,0.33,81.6,4066.0,4192.0,3799.0,393.0,1384409.0,0.3,16803.0,2113360.0,683153.0,50587.0,26614.0,314884.0
67,2801,彰銀,2019-09-01,99853,2119498,159913,10440.0,1491519,1720847,1418678,7.54,0.49,82.44,4762.0,5066.0,3897.0,1169.0,1423440.0,0.36,17140.0,2119519.0,609477.0,50473.0,25690.0,348187.0
68,2801,彰銀,2019-12-01,99853,2125981,162232,13508.0,1497364,1756125,1425191,7.63,0.64,81.16,4747.0,4913.0,4473.0,440.0,1429938.0,0.34,17296.0,2125978.0,659164.0,52824.0,21515.0,363433.0
69,2801,彰銀,2020-03-01,99853,2185281,162135,3054.0,1542640,1797463,1469263,7.42,0.14,81.74,4340.0,4633.0,4254.0,378.0,1473603.0,0.31,17611.0,2185282.0,702725.0,57278.0,22065.0,392113.0
70,2801,彰銀,2020-06-01,103847,2201051,162075,5171.0,1565573,1791995,1491615,7.36,0.23,83.24,4598.0,6405.0,4629.0,1776.0,1496213.0,0.43,18150.0,2201052.0,642157.0,59791.0,20482.0,380377.0
71,2801,彰銀,2020-09-01,103847,2215003,163577,6785.0,1540624,1827036,1461041,7.38,0.31,79.97,5362.0,5811.0,5257.0,554.0,1466403.0,0.4,18280.0,2215003.0,656451.0,59939.0,20739.0,380229.0
72,2801,彰銀,2020-12-01,103847,2303458,165064,8312.0,1553022,1909148,1476785,7.17,0.36,77.35,4942.0,5589.0,5042.0,546.0,1481728.0,0.38,18703.0,2303463.0,766901.0,58294.0,22392.0,377590.0
73,2801,彰銀,2021-03-01,103847,2397596,167410,2362.0,1577135,1994012,1497908,6.98,0.1,75.12,4968.0,5878.0,5003.0,875.0,1502876.0,0.39,18683.0,2397598.0,673674.0,59791.0,24176.0,391399.0
74,2801,彰銀,2021-06-01,103847,2407543,169735,4851.0,1596514,2017147,1522980,7.05,0.2,75.5,4584.0,4968.0,4653.0,315.0,1527565.0,0.33,18974.0,2407540.0,627837.0,55990.0,27835.0,399530.0
75,2801,彰銀,2021-09-01,104886,2430468,168241,7752.0,1652698,2035022,1576411,6.92,0.32,77.46,4052.0,5284.0,4100.0,1184.0,1580462.0,0.33,19412.0,2430469.0,643671.0,57072.0,26986.0,403672.0
76,2801,彰銀,2021-12-01,104886,2540032,171403,10077.0,1628289,2156630,1553895,6.75,0.4,72.05,4152.0,5180.0,4593.0,586.0,1558048.0,0.33,20041.0,2540034.0,716789.0,57008.0,27111.0,410135.0
77,2801,彰銀,2022-03-01,104886,2629340,173059,2799.0,1701482,2184511,1621555,6.58,0.11,74.23,4307.0,4713.0,4233.0,480.0,1625862.0,0.29,19891.0,2629341.0,703944.0,64530.0,35385.0,434371.0
78,2801,彰銀,2022-06-01,105935,2638931,165760,6133.0,1759515,2242040,1680028,6.28,0.23,74.93,3640.0,3955.0,3656.0,300.0,1683668.0,0.23,19985.0,2638933.0,707563.0,64259.0,31982.0,438350.0
79,2801,彰銀,2022-09-01,105935,2727496,166672,9917.0,1802306,2292389,1729581,6.11,0.36,75.45,3350.0,3645.0,3518.0,126.0,1732932.0,0.21,20995.0,2727494.0,711432.0,60088.0,28472.0,452204.0
80,2801,彰銀,2022-12-01,105935,2669498,169021,12985.0,1754492,2335542,1684110,6.33,0.49,72.11,3473.0,3407.0,3186.0,221.0,1687583.0,0.2,21741.0,2669495.0,801102.0,55099.0,20023.0,437291.0
81,2801,彰銀,2023-03-01,105935,2727783,174810,4203.0,1756265,2353790,1687326,6.41,0.15,71.69,3311.0,3101.0,2576.0,525.0,1690637.0,0.18,21517.0,2727780.0,753780.0,55878.0,27945.0,448992.0
82,2801,彰銀,2023-06-01,108583,2695702,175723,8539.0,1752249,2342540,1681335,6.52,0.32,71.77,2860.0,2925.0,2588.0,337.0,1684194.0,0.17,21170.0,2695703.0,724896.0,58627.0,20689.0,462351.0
83,2801,彰銀,2023-09-01,108583,2768553,180908,12666.0,1822542,2341828,1752725,6.53,0.46,74.84,2839.0,3274.0,3084.0,190.0,1755564.0,0.19,21276.0,2768553.0,791713.0,58602.0,23796.0,489316.0
84,2807,渣打銀行,2002-12-01,12901,318865,13315,0.0,234771,280848,210412,4.18,-1.1,74.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309275.0,75.0,11219.0,1144.0,6844.0
85,2807,渣打銀行,2003-03-01,12901,325896,13891,0.0,232162,286586,210105,4.26,0.0,73.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317568.0,259.0,9310.0,1856.0,7805.0
86,2807,渣打銀行,2003-06-01,12901,336151,14648,0.0,236737,286641,212773,4.36,0.0,74.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326144.0,211.0,11155.0,1822.0,14057.0
87,2807,渣打銀行,2003-09-01,12901,346339,15276,0.0,238820,288429,215780,4.41,0.0,74.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325896.0,193.0,10990.0,2481.0,14991.0
88,2807,渣打銀行,2003-12-01,12901,348908,15918,0.0,246200,296492,224136,4.56,0.72,75.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335041.0,72193.0,9811.0,2890.0,18136.0
89,2807,渣打銀行,2004-03-01,12901,385517,17013,0.0,256686,305770,236856,4.41,0.0,77.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375237.0,76932.0,8471.0,3665.0,20480.0
90,2807,渣打銀行,2004-06-01,12901,383172,17680,0.0,262077,314847,244329,4.61,0.0,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373167.0,87008.0,7967.0,3030.0,22675.0
91,2807,渣打銀行,2004-09-01,14236,391597,18347,0.0,269331,326538,253109,4.69,0.0,77.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384341.0,82415.0,8082.0,2573.0,23184.0
92,2807,渣打銀行,2004-12-01,14236,403890,19179,3041.0,265089,334068,249735,4.75,0.75,74.76,6902.0,6755.0,0.0,0.0,0.0,2.63,3439.0,395737.0,90409.0,7406.0,2261.0,22856.0
93,2807,渣打銀行,2005-03-01,14236,407624,19768,804.0,262599,341559,248697,4.85,0.2,72.81,6061.0,5969.0,0.0,0.0,0.0,2.34,3508.0,401429.0,81104.0,7325.0,2419.0,22761.0
94,2807,渣打銀行,2005-06-01,14236,407007,19891,1665.0,265041,335945,252067,4.89,0.41,75.03,5755.0,6047.0,0.0,0.0,0.0,2.35,3533.0,398296.0,81594.0,6637.0,2887.0,23380.0
95,2807,渣打銀行,2005-09-01,15745,410473,20915,2524.0,275995,326522,262148,5.1,0.61,80.28,5391.0,7791.0,6053.0,1738.0,267539.0,2.91,3815.0,401472.0,78820.0,7926.0,2916.0,27825.0
96,2807,渣打銀行,2005-12-01,15745,411398,21624,3263.0,284797,331895,269900,5.26,0.79,81.32,5231.0,6757.0,6242.0,515.0,275131.0,2.46,2944.0,402730.0,76039.0,8486.0,2271.0,34358.0
97,2807,渣打銀行,2006-03-01,15745,401875,22349,336.0,289430,326577,274251,5.56,0.08,83.98,5818.0,10270.0,7694.0,2576.0,280069.0,3.67,2661.0,401876.0,77093.0,8656.0,2261.0,43189.0
98,2807,渣打銀行,2006-06-01,16239,418889,16897,-3054.0,311438,343337,297521,4.03,-0.73,86.66,4160.0,8357.0,5976.0,2381.0,301680.0,2.77,3338.0,418889.0,71529.0,9017.0,2276.0,50452.0
99,2807,渣打銀行,2006-09-01,16239,429818,18346,-1662.0,307319,363658,292811,4.27,-0.39,80.52,4608.0,6969.0,5796.0,1174.0,297419.0,2.34,2578.0,429815.0,84567.0,9196.0,2159.0,61311.0
100,2807,渣打銀行,2006-12-01,16545,430618,15064,-5445.0,304434,362865,290683,3.5,-1.26,80.11,4840.0,6429.0,4684.0,1745.0,295522.0,2.18,3130.0,430615.0,80948.0,8478.0,1983.0,76590.0
101,2807,渣打銀行,2007-03-01,16545,425957,15139,458.0,298797,360866,284177,3.55,0.11,78.75,5067.0,8409.0,5634.0,2775.0,289244.0,2.91,3304.0,421491.0,78187.0,9149.0,2846.0,90024.0
102,2807,渣打銀行,2007-06-01,21576,554826,23562,-542.0,323309,420896,296463,4.25,-0.1,70.44,6348.0,11899.0,8695.0,3203.0,302811.0,3.93,4097.0,554825.0,80816.0,20025.0,8294.0,148946.0
103,2807,渣打銀行,2007-09-01,21576,513006,22793,-1485.0,319929,403182,290171,4.44,-0.29,71.97,9747.0,12228.0,10932.0,1296.0,299918.0,4.08,5662.0,513004.0,42016.0,19223.0,7156.0,167281.0
104,2807,渣打銀行,2007-12-01,21576,486452,21223,-4758.0,305860,390918,278319,4.36,-0.98,71.2,9894.0,11853.0,10714.0,1139.0,288213.0,4.11,9526.0,486452.0,107370.0,17234.0,6968.0,177087.0
105,2807,渣打銀行,2008-03-01,21576,542474,26319,992.0,303636,398785,282062,4.85,0.18,70.73,5964.0,7905.0,6541.0,1365.0,288026.0,2.74,935.0,514464.0,68547.0,15041.0,8253.0,168650.0
106,2807,渣打銀行,2008-06-01,21576,507515,24782,250.0,313492,399358,293121,4.88,0.05,73.4,5046.0,6724.0,5670.0,1053.0,298166.0,2.26,1393.0,507512.0,62905.0,14849.0,9715.0,167735.0
107,2807,渣打銀行,2008-09-01,21576,542131,24241,-389.0,317630,423211,298609,4.47,-0.07,70.56,4060.0,7108.0,5810.0,1297.0,302669.0,2.35,2216.0,542130.0,42569.0,14145.0,10174.0,161705.0
108,2807,渣打銀行,2008-12-01,24856,642409,31036,-1840.0,329702,508963,309643,4.83,-0.29,60.84,5317.0,8065.0,6007.0,2058.0,314960.0,2.56,3554.0,642407.0,17632.0,13492.0,2186.0,136409.0
109,2807,渣打銀行,2009-03-01,24856,672361,31798,41.0,324765,516416,306060,4.73,0.01,59.27,6142.0,8447.0,6533.0,1915.0,312202.0,2.71,3490.0,672360.0,17808.0,12342.0,1974.0,124938.0
110,2807,渣打銀行,2009-06-01,24856,616700,31312,882.0,322100,488483,303617,5.08,0.14,62.16,5857.0,8291.0,6720.0,1570.0,309474.0,2.68,3110.0,616700.0,14513.0,12397.0,2746.0,129388.0
111,2807,渣打銀行,2009-09-01,30439,604054,32838,-4346.0,323153,473160,308708,5.44,-0.72,65.24,3633.0,4879.0,3746.0,1132.0,312341.0,1.56,2778.0,604054.0,14545.0,10628.0,2728.0,126836.0
112,2807,渣打銀行,2009-12-01,29106,616643,35069,-4755.0,324660,473911,312257,5.69,-0.77,65.89,3103.0,4442.0,3400.0,1042.0,315360.0,1.41,2274.0,616643.0,16879.0,8591.0,2789.0,141883.0
113,2807,渣打銀行,2010-03-01,29106,630719,36028,1289.0,336036,489090,324561,5.71,0.2,66.36,3184.0,4432.0,3557.0,875.0,327744.0,1.35,2273.0,630718.0,19215.0,7773.0,2971.0,140341.0
114,2807,渣打銀行,2010-06-01,29106,639452,36742,2821.0,357480,525107,326812,5.75,0.44,62.24,2758.0,3915.0,3167.0,748.0,329570.0,1.19,3109.0,639452.0,17464.0,7951.0,4645.0,145874.0
115,2807,渣打銀行,2010-09-01,29106,652190,38106,4073.0,363575,527669,336336,5.84,0.62,63.74,1854.0,2948.0,2235.0,713.0,338190.0,0.87,3019.0,652190.0,17105.0,7456.0,3645.0,137777.0
116,2807,渣打銀行,2010-12-01,29106,702747,39038,5445.0,372469,603293,346649,5.56,0.77,57.46,1550.0,2403.0,1710.0,693.0,348199.0,0.69,3028.0,702747.0,17386.0,6986.0,4537.0,143491.0
117,2807,渣打銀行,2011-03-01,29106,714396,40312,2077.0,376083,601174,353973,5.64,0.29,58.88,1520.0,2357.0,1675.0,682.0,355493.0,0.66,3738.0,714396.0,18471.0,7297.0,4247.0,132215.0
118,2807,渣打銀行,2011-06-01,29106,741900,39796,4141.0,381694,579356,357982,5.36,0.56,61.79,1042.0,1871.0,1227.0,644.0,359024.0,0.52,3662.0,741900.0,18075.0,6493.0,2653.0,132994.0
119,2807,渣打銀行,2011-09-01,29106,737762,43966,8496.0,395251,584454,365092,5.96,1.15,62.47,668.0,1612.0,921.0,692.0,365760.0,0.44,4107.0,737761.0,18394.0,6453.0,2183.0,137835.0
120,2807,渣打銀行,2011-12-01,29106,743856,45333,9867.0,385691,597626,349768,6.09,1.33,58.53,530.0,1544.0,809.0,736.0,350299.0,0.44,4140.0,743855.0,20693.0,9390.0,2291.0,131949.0
