時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,622392,,,,,39404,73952,18569,7789
93/12,605675,,,,,44145,68103,21451,9716
94/12,583806,,,,,61744,55042,15391,15930
95/6,556362,,,,,53889,53312,15162,22152
95/3,556302,,,,,54070,55068,16316,19194
94/9,557612,,,,,58299,59521,15419,13772
94/6,569992,,,,,57803,60772,15894,10233
94/3,577458,,,,,60425,65414,20389,9840
