時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
97/9,41676,,,,,12498,34,,
97/3,41184,,,,,11944,,,
96/12,41241,,,,,11313,,,
97/6,41396,,,,,12120,,,
96/9,41999,,,,,13020,,,
