時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
110/12,15759,2,,,,,,,
110/9,13478,1,,,,,,,
110/6,12225,1,,,,,,,
111/12,29742,14,,,,,,,
110/3,10635,,,,,,,,
111/3,19260,2,,,,,,,
111/6,27767,7,,,,,,,
111/9,29553,12,,,,,,,
112/9,32756,20,,,,,,,
112/3,33672,19,,,,,,,
112/6,32759,19,,,,,,,
