時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,49870,,,,,,291,90,
93/12,51031,,,,,10093,206,1,
94/9,48865,,,,,10974,62,29,
94/6,50250,,,,,10173,69,15,
94/3,50245,,,,,10169,79,25,
