時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,331563,,,,,,8081,1987,49792
93/12,330017,,,,,228064,6583,1108,59649
