時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,459835,,,,,8509,7919,6470,53746
93/12,471828,,,,,10006,9827,4583,58643
94/12,523099,,,,,9798,9310,4222,60846
95/9,600797,,,,,7362,7331,4382,74206
95/6,544511,,,,,6785,7666,4089,70868
95/3,539022,,,,,7384,8851,4657,63459
94/9,483656,,,,,7802,9652,4031,60199
94/6,491981,,,,,6820,8996,3371,58230
94/3,450246,,,,,6202,9778,4187,58571
