時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,133480,,,,,,2483,435,3712
93/12,143954,,,,,50890,2923,699,4717
94/12,154728,,,,,6170,2216,546,6700
95/3,153429,,,,,54856,1966,917,7532
94/9,145153,,,,,61179,2163,528,5944
94/6,146490,,,,,61282,2272,754,5677
94/3,145662,,,,,53831,2171,728,5483
