時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,54849,,,,,,90,,
93/12,59521,,,,,14518,98,,
94/12,60853,,,,,13858,66,,
95/9,51848,,,,,12271,48,,177
95/6,54970,,,,,12838,48,,155
95/12,44062,,,,,10853,26,,273
95/3,58280,,,,,13510,66,,31
94/9,61068,,,,,14593,87,,
96/3,37225,,,,,60,2,,413
94/6,60441,,,,,14423,96,,
96/6,32915,,,,,45,2,,565
94/3,60547,,,,,14443,95,,
