時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,1241625,,,,,323190,106429,57473,145936
93/12,1182385,,,,,342136,105585,57308,
94/12,1258391,,,,,38878,94788,51138,
95/6,1201344,,,,,432799,92974,54779,186160
95/3,1211334,,,,,425818,93497,51478,173126
94/9,1204425,,,,,29650,97768,53963,
94/6,1132042,,,,,35124,104729,55705,
94/3,1093075,,,,,37253,105491,60059,
