時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,220969,,,,,,1650,1448,7420
93/12,230313,,,,,65751,1481,2105,7547
94/9,252292,,,,,41369,1301,1767,9013
94/6,242012,,,,,41870,1220,1521,8582
94/3,243449,,,,,63059,1287,2235,8360
