時間,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產,放款承諾責任,保證責任,信用狀責任,信託負債
93/3,743121,,,,,6787,53394,9121,44061
93/12,669619,,,,,9073,48937,10616,49040
